KVC8VT,Ital Uil Usa,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.485Z
4WVSH5,Sbarro,Pizza,0,false,true,true,2018-06-05T01:28:55.485Z
D6EZTO,Helens Roastbeef Pizzeria,Italian Restaurants,1,false,true,true,2018-06-05T01:28:55.485Z
YV2KPG,West Napoli Cafe,Pizza,2,false,true,true,2018-06-05T01:28:55.486Z
BGM8NA,Uno Chicago Grill,Restaurants,3,false,true,true,2018-06-05T01:28:55.486Z
1PMJTT,Arlington House Of Pizza,Pizza,1,false,true,true,2018-06-05T01:28:55.486Z
8YANXO,Letterie's Italian Market,Italian Restaurants,0,false,true,true,2018-06-05T01:28:55.486Z
PXM1YI,Aragosta Bar and Bistro,Italian Restaurants,0,false,true,true,2018-06-05T01:28:55.486Z
8RYVFJ,Andrea's House Of Pizza,Pizza,1,false,true,true,2018-06-05T01:28:55.487Z
DDHLEC,My Brothers Place,Pizza,1,false,true,true,2018-06-05T01:28:55.487Z
HWIMCL,Uno Chicago Grill,Pizza,3,false,true,true,2018-06-05T01:28:55.487Z
GDSQSM,Bertucci's,Italian Restaurants,0,false,true,true,2018-06-05T01:28:55.487Z
BULEKV,Victor's Italian Restaurant,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.488Z
WTXPDW,Trattoria Pulcinella,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.488Z
4DA52C,Christos Pizza,Pizza,0,false,true,true,2018-06-05T01:28:55.488Z
WJFPHO,Casa Mia Restaurant,Family Style Restaurants,1,false,true,true,2018-06-05T01:28:55.488Z
23DSN1,Pat's Pizza,Pizza,1,false,true,true,2018-06-05T01:28:55.489Z
OORAHX,Alfredo's Restaurant,American Restaurants,1,false,true,true,2018-06-05T01:28:55.489Z
TYNHEJ,Pranzi's,Pizza,3,false,true,true,2018-06-05T01:28:55.489Z
OQI73U,Carmalenos Pushcart Rest,Family Style Restaurants,2,false,true,true,2018-06-05T01:28:55.490Z
9EUNAS,Lilly's Gourmet Pasta Express,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.490Z
IH2TBP,Umbria Prime,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.490Z
ZXNURC,Same Old Place,Pizza,3,false,true,true,2018-06-05T01:28:55.490Z
K339QA,Tu Casa Restaurant,Family Style Restaurants,4,false,true,true,2018-06-05T01:28:55.491Z
LJRYPT,Armando's Pizza,Pizza,4,false,true,true,2018-06-05T01:28:55.491Z
YJ0OGC,Olivio Ristorante,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.491Z
UX8Z97,Crazy Dough Pizza,Pizza,4,false,true,true,2018-06-05T01:28:55.491Z
IRXXZ1,I Chef,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.492Z
IF06BV,Lisa's Family Pizzeria,American Restaurants,3,false,true,true,2018-06-05T01:28:55.492Z
BS4RNI,Papa's Bar & Grille,Bar & Grills,1,false,true,true,2018-06-05T01:28:55.492Z
HMENEO,Salute Bar & Grill,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.492Z
DC8AEG,Sophia's Grotto,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.493Z
9VCO3Z,Zesto's Pizza And Grille,Pizza,3,false,true,true,2018-06-05T01:28:55.493Z
EJM2M2,Raso's,Bar & Grills,0,false,true,true,2018-06-05T01:28:55.493Z
SKACVL,Prince Pizzeria & Bar,Pizza,1,false,true,true,2018-06-05T01:28:55.493Z
MLXCMG,Alfredo's Italian Kitchen,Restaurants,1,false,true,true,2018-06-05T01:28:55.494Z
VCZU03,Gemma,Take Out Restaurants,3,false,true,true,2018-06-05T01:28:55.494Z
VJHVLF,Sofia Italian Steakhouse,Italian Restaurants,0,false,true,true,2018-06-05T01:28:55.494Z
RNQW6Z,La Befana Pizzeria,Restaurants,0,false,true,true,2018-06-05T01:28:55.494Z
EZBUXZ,Pizzeria Regina,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.495Z
ZP4QET,Papa Gino's,Pizza,4,false,true,true,2018-06-05T01:28:55.495Z
FOISL0,Il Casale,Tapas,3,false,true,true,2018-06-05T01:28:55.495Z
TLBSGO,Brio Tuscan Grille,Italian Restaurants,1,false,true,true,2018-06-05T01:28:55.495Z
OV160G,Pomodoros Italian Kitchen,Italian Restaurants,0,false,true,true,2018-06-05T01:28:55.496Z
NBBMJP,Geoffrey's Cafe,American Restaurants,0,false,true,true,2018-06-05T01:28:55.496Z
LMUQSH,Midway Cafe,Restaurants,0,false,true,true,2018-06-05T01:28:55.496Z
0SXMDX,Upper Crust Pizzeria-West Roxbury,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.496Z
MJSUM6,Mr B's,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.496Z
4COVPS,Oak Hill Pizza,Pizza,4,false,true,true,2018-06-05T01:28:55.497Z
2LUR0P,Dave's Fresh Pasta,Pasta,4,false,true,true,2018-06-05T01:28:55.497Z
T2K6JW,Regina Pizzera,Italian Restaurants,1,false,true,true,2018-06-05T01:28:55.497Z
DBTSOT,Dimitrios House Of Pizza,Pizza,1,false,true,true,2018-06-05T01:28:55.497Z
RJ9TS4,Mare,Italian Restaurants,1,false,true,true,2018-06-05T01:28:55.498Z
TJQQAV,8/10 Bar & Grille,Bar & Grills,1,false,true,true,2018-06-05T01:28:55.498Z
CVYXEA,Revere House Of Pizza,Pizza,2,false,true,true,2018-06-05T01:28:55.498Z
TT00P8,Bobby C's Ristorante,Italian Restaurants,1,false,true,true,2018-06-05T01:28:55.498Z
M9GNEM,Papa Gino's,Pizza,4,false,true,true,2018-06-05T01:28:55.499Z
1HAQM1,The Marina Restaurant & Bar At the Wharf,Restaurants,4,false,true,true,2018-06-05T01:28:55.499Z
RIK48W,Bertucci's,Pizza,0,false,true,true,2018-06-05T01:28:55.499Z
JSB3HB,Capone Foods,Pasta,2,false,true,true,2018-06-05T01:28:55.499Z
SUTYGA,Massimino's,Italian Restaurants,2,false,true,true,2018-06-05T01:28:55.500Z
ESOLAI,Mama Gina's,Pizza,1,false,true,true,2018-06-05T01:28:55.500Z
79SXGK,Boulevard Bar & Grill,Bar & Grills,2,false,true,true,2018-06-05T01:28:55.500Z
JCIDZZ,Francesca's Kitchen,Italian Restaurants,0,false,true,true,2018-06-05T01:28:55.500Z
ZN27WF,Destinos Pizza,Pizza,2,false,true,true,2018-06-05T01:28:55.500Z
FBUNPN,King's Pizza & Grille,Pizza,4,false,true,true,2018-06-05T01:28:55.501Z
LGXAV3,Anthony's Italian Specialties,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.501Z
CW86Y3,Bravo Brio Restaurant Group,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.501Z
WABSH8,Ecco Pizzerias,Pizza,1,false,true,true,2018-06-05T01:28:55.501Z
V1UMZP,Elton's Roast Beef & Pizza,Pizza,3,false,true,true,2018-06-05T01:28:55.501Z
DLJXZE,Mamagoo's Pizza & Sub Shop,Pizza,0,false,true,true,2018-06-05T01:28:55.502Z
7NBKL3,Villa Rosa Restaurant,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.502Z
WDUGQF,Papa Gino's,Restaurants,1,false,true,true,2018-06-05T01:28:55.502Z
NCDVGD,Lucca,Italian Restaurants,2,false,true,true,2018-06-05T01:28:55.502Z
H7YQ5O,Emilio's Homemade Italian Subs & Dinners,Italian Restaurants,1,false,true,true,2018-06-05T01:28:55.502Z
KQUVKL,Lucia Ristorante,Italian Restaurants,2,false,true,true,2018-06-05T01:28:55.503Z
IX0GRW,Mamma Mia's of Hanover,Restaurants,1,false,true,true,2018-06-05T01:28:55.503Z
VRWNT0,Antonio's,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.503Z
EZQP8J,The Avenue Grille and Pizzeria,Hamburgers & Hot Dogs,1,false,true,true,2018-06-05T01:28:55.503Z
JWDCSK,Papa Gino's,Restaurants,1,false,true,true,2018-06-05T01:28:55.503Z
FMXL98,Union Square Pizza,Pizza,3,false,true,true,2018-06-05T01:28:55.504Z
CZ2B6C,Gaetano's,Italian Restaurants,0,false,true,true,2018-06-05T01:28:55.504Z
INUMAE,Papa Gino's,Pizza,4,false,true,true,2018-06-05T01:28:55.507Z
PNUSSO,Papa Gino's,Pizza,3,false,true,true,2018-06-05T01:28:55.508Z
ACQQUX,Bistro 5,Breakfast,2,false,true,true,2018-06-05T01:28:55.508Z
INK8WQ,White Sport Restaurant,Pizza,4,false,true,true,2018-06-05T01:28:55.508Z
EXPGAA,Uno Chicago Grill,Pizza,2,false,true,true,2018-06-05T01:28:55.508Z
B2FW6F,Nick's Pizza,Pizza,1,false,true,true,2018-06-05T01:28:55.509Z
7NWCUY,Bertucci's,Pizza,2,false,true,true,2018-06-05T01:28:55.509Z
MTM6ON,Davio's Cucina,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.509Z
39CL9G,Hometown Pizza,Pizza,1,false,true,true,2018-06-05T01:28:55.509Z
DRJE28,Amelia's Kitchen,Family Style Restaurants,0,false,true,true,2018-06-05T01:28:55.509Z
VAZKLQ,Papa Gino's,Pizza,4,false,true,true,2018-06-05T01:28:55.510Z
KX28GD,Mangiamo Pizza,Pizza,3,false,true,true,2018-06-05T01:28:55.510Z
GP24EB,Olive Garden,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.510Z
8SX31P,Papa Gino's,Pizza,1,false,true,true,2018-06-05T01:28:55.510Z
FKA6Z3,Pizza Days,Pizza,2,false,true,true,2018-06-05T01:28:55.510Z
LQAOCD,Espresso Pizza,Pizza,1,false,true,true,2018-06-05T01:28:55.511Z
POLDS7,Cambridge Pizzeria,Pizza,2,false,true,true,2018-06-05T01:28:55.511Z
RLIFXF,Bluestone Bistro,Pizza,4,false,true,true,2018-06-05T01:28:55.511Z
EGASFP,Mamma Lisa Pizza House,Pizza,2,false,true,true,2018-06-05T01:28:55.511Z
WVLEQV,Tropical Grill Restaurant,Bar & Grills,2,false,true,true,2018-06-05T01:28:55.511Z
QA6XXP,Pastalenas Restaurant,Mediterranean Restaurants,0,false,true,true,2018-06-05T01:28:55.511Z
NVJXTG,Newton Corner House Of Pizza,Pizza,3,false,true,true,2018-06-05T01:28:55.512Z
TSZTNY,Bertucci's,Pizza,0,false,true,true,2018-06-05T01:28:55.512Z
IMZ8SO,Brother's Pizza House,Pizza,3,false,true,true,2018-06-05T01:28:55.512Z
MRTM2C,Sessa's Cold Cuts & Italian Specialties,Italian Restaurants,3,false,true,true,2018-06-05T01:28:55.512Z
G1POVL,Cappy's Pizza,Pizza,0,false,true,true,2018-06-05T01:28:55.512Z
HC8QVU,Figs,Italian Restaurants,1,false,true,true,2018-06-05T01:28:55.512Z
9BJBDA,Alpacino's Italian Kitchen,Italian Restaurants,0,false,true,true,2018-06-05T01:28:55.513Z
GVGDY1,Gennaro's 5 North Square Restaurant,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.513Z
WJSUHF,Bacci's North End Pizzeria,Pizza,0,false,true,true,2018-06-05T01:28:55.513Z
L0RGS5,Sabatino's Italian Kitchen,Pizza,2,false,true,true,2018-06-05T01:28:55.513Z
ADTONJ,Pescatore,Italian Restaurants,4,false,true,true,2018-06-05T01:28:55.513Z
0LRN4D,Pomodoros Italian Kitchen,Italian Restaurants,2,false,true,true,2018-06-05T01:28:55.513Z
4PB7CC,Quincy House Of Pizza,Pizza,3,false,true,true,2018-06-05T01:28:55.514Z
ENJCLX,Tartufo Restaurant,Mediterranean Restaurants,3,false,true,true,2018-06-05T01:28:55.514Z
SJLMEB,Lucca Back Bay,Restaurants,4,false,true,true,2018-06-05T01:28:55.514Z
AJS7JC,Buona Vita,Italian Restaurants,1,false,true,true,2018-06-05T01:28:55.514Z
8HBZCM,Alvics Pizza,Pizza,4,false,true,true,2018-06-05T01:28:55.514Z
45753U,Maggio's Restaurant,Family Style Restaurants,3,false,true,true,2018-06-05T01:28:55.515Z
